Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-09-22 14:00:00.000 +0200,Partly Cloudy,rain,17.72777778,17.72777778,0.49,8.211,33,10.5777,0,1021.36,Partly cloudy until evening.
2016-09-22 15:00:00.000 +0200,Partly Cloudy,rain,17.71111111,17.71111111,0.46,9.4185,8,10.2557,0,1020.97,Partly cloudy until evening.
2016-09-22 16:00:00.000 +0200,Partly Cloudy,rain,17.80555556,17.80555556,0.43,9.4346,340,10.2557,0,1021.06,Partly cloudy until evening.
2016-09-22 17:00:00.000 +0200,Partly Cloudy,rain,17.74444444,17.74444444,0.43,10.0947,27,15.5526,0,1021.3,Partly cloudy until evening.
2016-09-22 18:00:00.000 +0200,Partly Cloudy,rain,17.15,17.15,0.48,3.5259,336,16.1,0,1021.64,Partly cloudy until evening.
2016-09-22 19:00:00.000 +0200,Partly Cloudy,rain,12.8,12.8,0.72,7.9695,282,16.1,0,1021.95,Partly cloudy until evening.
2016-09-22 20:00:00.000 +0200,Partly Cloudy,rain,11.12222222,11.12222222,0.78,4.4597,293,15.5526,0,1022.55,Partly cloudy until evening.
2016-09-22 21:00:00.000 +0200,Clear,rain,9.933333333,8.933333333,0.83,8.05,290,16.1,0,1022.95,Partly cloudy until evening.
2016-09-22 22:00:00.000 +0200,Clear,rain,9.333333333,8.6,0.89,6.44,290,16.1,0,1023.34,Partly cloudy until evening.
2016-09-22 23:00:00.000 +0200,Clear,rain,9.144444444,8.522222222,0.87,5.9248,279,15.1501,0,1023.7,Partly cloudy until evening.
2016-09-23 00:00:00.000 +0200,Clear,rain,8.2,8.2,0.89,3.0751,213,15.8263,0,1023.74,Partly cloudy starting in the morning.
2016-09-23 01:00:00.000 +0200,Clear,rain,8.177777778,6.866666667,0.89,8.05,320,10.2074,0,1023.84,Partly cloudy starting in the morning.
2016-09-23 02:00:00.000 +0200,Clear,rain,7.727777778,7.727777778,0.93,2.7692,221,9.982,0,1023.91,Partly cloudy starting in the morning.
2016-09-23 03:00:00.000 +0200,Clear,rain,7.111111111,7.111111111,0.93,3.0751,223,9.982,0,1023.95,Partly cloudy starting in the morning.
2016-09-23 04:00:00.000 +0200,Clear,rain,6.533333333,6.533333333,0.93,3.22,246,9.982,0,1024.14,Partly cloudy starting in the morning.
2016-09-23 05:00:00.000 +0200,Clear,rain,7.538888889,7.538888889,0.88,3.0751,226,9.9015,0,1024.14,Partly cloudy starting in the morning.
2016-09-23 06:00:00.000 +0200,Clear,rain,5.955555556,5.955555556,0.93,3.22,300,14.812,0,1024.35,Partly cloudy starting in the morning.
2016-09-23 07:00:00.000 +0200,Partly Cloudy,rain,7,7,0.93,1.8676,266,14.7315,0,1024.73,Partly cloudy starting in the morning.
2016-09-23 08:00:00.000 +0200,Partly Cloudy,rain,9.705555556,9.705555556,0.88,3.2844,246,14.0875,0,1025.01,Partly cloudy starting in the morning.
2016-09-23 09:00:00.000 +0200,Partly Cloudy,rain,12.71666667,12.71666667,0.73,3.3971,273,15.8263,0,1025.05,Partly cloudy starting in the morning.
2016-09-23 10:00:00.000 +0200,Partly Cloudy,rain,17.10555556,17.10555556,0.58,7.9695,261,16.1,0,1025.52,Partly cloudy starting in the morning.
2016-09-23 11:00:00.000 +0200,Partly Cloudy,rain,17.82777778,17.82777778,0.54,7.8568,280,15.5526,0,1025.75,Partly cloudy starting in the morning.
2016-09-23 12:00:00.000 +0200,Partly Cloudy,rain,18.91111111,18.91111111,0.43,10.5777,253,10.2557,0,1025.42,Partly cloudy starting in the morning.
2016-09-23 13:00:00.000 +0200,Partly Cloudy,rain,20.02222222,20.02222222,0.44,10.7226,273,10.2557,0,1025.52,Partly cloudy starting in the morning.
2016-09-23 14:00:00.000 +0200,Partly Cloudy,rain,19.94444444,19.94444444,0.35,7.084,269,10.5777,0,1025.36,Partly cloudy starting in the morning.
2016-09-23 15:00:00.000 +0200,Partly Cloudy,rain,20.04444444,20.04444444,0.37,11.914,271,10.2557,0,1025.13,Partly cloudy starting in the morning.
2016-09-23 16:00:00.000 +0200,Partly Cloudy,rain,20.04444444,20.04444444,0.37,9.3219,NaN,10.2557,0,1025.12,Partly cloudy starting in the morning.
2016-09-23 17:00:00.000 +0200,Partly Cloudy,rain,19.94444444,19.94444444,0.39,9.8693,274,10.5777,0,1025.07,Partly cloudy starting in the morning.
2016-09-23 18:00:00.000 +0200,Partly Cloudy,rain,18.83888889,18.83888889,0.43,4.7495,270,16.1,0,1025.22,Partly cloudy starting in the morning.
2016-09-23 19:00:00.000 +0200,Partly Cloudy,rain,13.88333333,13.88333333,0.72,3.22,320,16.1,0,1025.63,Partly cloudy starting in the morning.
2016-09-23 20:00:00.000 +0200,Partly Cloudy,rain,12.11111111,12.11111111,0.8,1.6261,267,15.1823,0,1026.21,Partly cloudy starting in the morning.
2016-09-23 21:00:00.000 +0200,Partly Cloudy,rain,10.97222222,10.97222222,0.81,0,0,16.1,0,1026.32,Partly cloudy starting in the morning.
2016-09-23 22:00:00.000 +0200,Partly Cloudy,rain,10.44444444,10.44444444,0.86,3.22,140,16.1,0,1026.43,Partly cloudy starting in the morning.
2016-09-23 23:00:00.000 +0200,Mostly Cloudy,rain,10.27777778,10.27777778,0.87,3.22,200,15.1823,0,1026.77,Partly cloudy starting in the morning.
2016-09-24 00:00:00.000 +0200,Partly Cloudy,rain,8.311111111,8.311111111,0.93,0,0,12.2521,0,1026.82,Partly cloudy starting in the morning.
2016-09-24 01:00:00.000 +0200,Clear,rain,7.755555556,7.755555556,0.96,0,0,8.372,0,1026.82,Partly cloudy starting in the morning.
2016-09-24 02:00:00.000 +0200,Clear,rain,7.4,7.4,0.96,3.22,200,7.6314,0,1026.87,Partly cloudy starting in the morning.
2016-09-24 03:00:00.000 +0200,Clear,rain,6.644444444,6.644444444,0.96,3.22,210,7.2128,0,1026.91,Partly cloudy starting in the morning.
2016-09-24 04:00:00.000 +0200,Partly Cloudy,rain,6.6,6.6,0.96,0,0,6.2951,0,1026.82,Partly cloudy starting in the morning.
2016-09-24 05:00:00.000 +0200,Partly Cloudy,rain,6.672222222,6.672222222,0.96,2.7692,155,4.3631,0,1026.96,Partly cloudy starting in the morning.
2016-09-24 06:00:00.000 +0200,Partly Cloudy,rain,7.594444444,7.594444444,1,4.83,160,6.2951,0,1026.93,Partly cloudy starting in the morning.
2016-09-24 07:00:00.000 +0200,Mostly Cloudy,rain,8.638888889,8.638888889,0.93,1.61,190,8.1305,0,1027.04,Partly cloudy starting in the morning.
2016-09-24 08:00:00.000 +0200,Mostly Cloudy,rain,10.62777778,10.62777778,0.87,2.9302,181,11.6886,0,1027.46,Partly cloudy starting in the morning.
2016-09-24 09:00:00.000 +0200,Partly Cloudy,rain,14.86666667,14.86666667,0.73,3.22,200,16.0517,0,1027.42,Partly cloudy starting in the morning.
2016-09-24 10:00:00.000 +0200,Partly Cloudy,rain,17.24444444,17.24444444,0.58,2.9624,172,16.0517,0,1027.42,Partly cloudy starting in the morning.
2016-09-24 11:00:00.000 +0200,Partly Cloudy,rain,18.93333333,18.93333333,0.54,4.4597,215,15.5526,0,1027.35,Partly cloudy starting in the morning.
2016-09-24 12:00:00.000 +0200,Partly Cloudy,rain,21.08888889,21.08888889,0.46,7.5187,213,10.2557,0,1027.02,Partly cloudy starting in the morning.
2016-09-24 13:00:00.000 +0200,Partly Cloudy,rain,22.2,22.2,0.35,5.2164,270,16.1,0,1026.72,Partly cloudy starting in the morning.
2016-09-24 14:00:00.000 +0200,Partly Cloudy,rain,21.13888889,21.13888889,0.4,7.8729,349,15.5526,0,1026.27,Partly cloudy starting in the morning.
2016-09-24 15:00:00.000 +0200,Partly Cloudy,rain,21.22777778,21.22777778,0.41,4.9749,297,16.1,0,1025.41,Partly cloudy starting in the morning.
2016-09-24 16:00:00.000 +0200,Mostly Cloudy,rain,21.17777778,21.17777778,0.42,3.3166,331,16.1,0,1024.72,Partly cloudy starting in the morning.
2016-09-24 17:00:00.000 +0200,Mostly Cloudy,rain,21.03888889,21.03888889,0.38,6.4239,326,15.5526,0,1024.8,Partly cloudy starting in the morning.
2016-09-24 18:00:00.000 +0200,Mostly Cloudy,rain,19.92777778,19.92777778,0.53,0.3703,0,16.1,0,1024.61,Partly cloudy starting in the morning.
2016-09-24 19:00:00.000 +0200,Mostly Cloudy,rain,16.11111111,16.11111111,0.71,0,0,16.1,0,1024.62,Partly cloudy starting in the morning.
2016-09-24 20:00:00.000 +0200,Mostly Cloudy,rain,14.90555556,14.90555556,0.77,2.6565,200,15.1823,0,1024.81,Partly cloudy starting in the morning.
2016-09-24 21:00:00.000 +0200,Mostly Cloudy,rain,13.79444444,13.79444444,0.83,3.0268,NaN,16.1,0,1024.65,Partly cloudy starting in the morning.
2016-09-24 22:00:00.000 +0200,Mostly Cloudy,rain,14.16666667,14.16666667,0.84,2.9624,182,16.1,0,1024.64,Partly cloudy starting in the morning.
2016-09-24 23:00:00.000 +0200,Mostly Cloudy,rain,13.68888889,13.68888889,0.84,3.5098,234,15.1501,0,1024.58,Partly cloudy starting in the morning.
2016-09-25 00:00:00.000 +0200,Partly Cloudy,rain,12.52777778,12.52777778,0.86,3.22,320,16.0517,0,1024.15,Mostly cloudy until night.
2016-09-25 01:00:00.000 +0200,Partly Cloudy,rain,11.41666667,11.41666667,0.9,3.22,310,15.9229,0,1023.66,Mostly cloudy until night.
2016-09-25 02:00:00.000 +0200,Partly Cloudy,rain,10.45555556,10.45555556,0.93,3.22,250,15.0213,0,1023.6,Mostly cloudy until night.
2016-09-25 03:00:00.000 +0200,Partly Cloudy,rain,9.305555556,9.305555556,0.93,3.22,320,8.1305,0,1023.37,Mostly cloudy until night.
2016-09-25 04:00:00.000 +0200,Mostly Cloudy,rain,9.261111111,8.555555556,0.96,6.2951,340,9.9015,0,1023.17,Mostly cloudy until night.
2016-09-25 05:00:00.000 +0200,Clear,rain,8.8,8.116666667,0.96,5.9731,351,8.2593,0,1023.07,Mostly cloudy until night.
2016-09-25 06:00:00.000 +0200,Clear,rain,7.777777778,7.777777778,0.96,4.6207,0,3.2844,0,1023.71,Mostly cloudy until night.
2016-09-25 07:00:00.000 +0200,Mostly Cloudy,rain,8.838888889,8.838888889,1,4.5402,349,6.1985,0,1022.88,Mostly cloudy until night.
2016-09-25 08:00:00.000 +0200,Mostly Cloudy,rain,10.96666667,10.96666667,0.87,6.6654,2,7.5509,0,1022.93,Mostly cloudy until night.
2016-09-25 09:00:00.000 +0200,Mostly Cloudy,rain,12.80555556,12.80555556,0.83,4.6207,10,11.9784,0,1023.05,Mostly cloudy until night.
2016-09-25 10:00:00.000 +0200,Mostly Cloudy,rain,15.09444444,15.09444444,0.72,7.7602,21,12.075,0,1023.05,Mostly cloudy until night.
2016-09-25 11:00:00.000 +0200,Overcast,rain,17.8,17.8,0.56,10.8514,41,14.2163,0,1022.74,Mostly cloudy until night.
2016-09-25 12:00:00.000 +0200,Overcast,rain,18.95555556,18.95555556,0.52,10.7709,32,15.1823,0,1022.23,Mostly cloudy until night.
2016-09-25 13:00:00.000 +0200,Overcast,rain,18.97777778,18.97777778,0.48,10.7548,40,16.1,0,1021.64,Mostly cloudy until night.
2016-09-25 14:00:00.000 +0200,Overcast,rain,20.08888889,20.08888889,0.45,10.4489,21,10.5777,0,1021,Mostly cloudy until night.
2016-09-25 15:00:00.000 +0200,Overcast,rain,19.99444444,19.99444444,0.49,12.1233,31,9.982,0,1020.44,Mostly cloudy until night.
2016-09-25 16:00:00.000 +0200,Mostly Cloudy,rain,19.99444444,19.99444444,0.49,10.6421,2,15.8263,0,1020.13,Mostly cloudy until night.
2016-09-25 17:00:00.000 +0200,Overcast,rain,18.98333333,18.98333333,0.51,10.4489,1,15.5526,0,1019.85,Mostly cloudy until night.
2016-09-25 18:00:00.000 +0200,Mostly Cloudy,rain,17.82222222,17.82222222,0.6,9.338,1,16.1,0,1019.94,Mostly cloudy until night.
2016-09-25 19:00:00.000 +0200,Mostly Cloudy,rain,15.94444444,15.94444444,0.72,9.3219,1,16.1,0,1020.04,Mostly cloudy until night.
2016-09-25 20:00:00.000 +0200,Mostly Cloudy,rain,13.93888889,13.93888889,0.77,4.8783,358,15.5526,0,1020.46,Mostly cloudy until night.
2016-09-25 21:00:00.000 +0200,Mostly Cloudy,rain,13.61111111,13.61111111,0.78,7.9695,358,16.1,0,1020.66,Mostly cloudy until night.
2016-09-25 22:00:00.000 +0200,Mostly Cloudy,rain,13.05555556,13.05555556,0.78,6.0214,359,15.7297,0,1020.76,Mostly cloudy until night.
2016-09-25 23:00:00.000 +0200,Mostly Cloudy,rain,12.95,12.95,0.81,5.9731,0,14.8764,0,1020.8,Mostly cloudy until night.
2016-09-26 00:00:00.000 +0200,Partly Cloudy,rain,11.09444444,11.09444444,0.86,6.4722,2,15.8263,0,1020.96,Partly cloudy until night.
2016-09-26 01:00:00.000 +0200,Partly Cloudy,rain,10.00555556,10.00555556,0.86,6.2146,342,14.9891,0,1020.95,Partly cloudy until night.
2016-09-26 02:00:00.000 +0200,Partly Cloudy,rain,9.583333333,8.95,0.86,6.1985,351,14.3934,0,1020.92,Partly cloudy until night.
2016-09-26 03:00:00.000 +0200,Partly Cloudy,rain,8.427777778,7.555555556,0.93,6.4239,342,15.1823,0,1020.95,Partly cloudy until night.
2016-09-26 04:00:00.000 +0200,Partly Cloudy,rain,8.288888889,7.388888889,0.9,6.4722,352,15.1823,0,1020.67,Partly cloudy until night.
2016-09-26 05:00:00.000 +0200,Partly Cloudy,rain,7.938888889,6.911111111,0.93,6.7298,359,14.3612,0,1020.82,Partly cloudy until night.
2016-09-26 06:00:00.000 +0200,Partly Cloudy,rain,8.794444444,7.016666667,0.89,11.109,19,14.9086,0,1020.87,Partly cloudy until night.
2016-09-26 07:00:00.000 +0200,Clear,rain,7.805555556,7.311111111,0.96,4.8944,323,15.134,0,1021.08,Partly cloudy until night.
2016-09-26 08:00:00.000 +0200,Partly Cloudy,rain,10.73888889,10.73888889,0.83,7.7763,11,14.3934,0,1021.75,Partly cloudy until night.
2016-09-26 09:00:00.000 +0200,Partly Cloudy,rain,12.78333333,12.78333333,0.77,7.9695,12,16.1,0,1021.94,Partly cloudy until night.
2016-09-26 10:00:00.000 +0200,Partly Cloudy,rain,15.09444444,15.09444444,0.71,10.4972,343,16.1,0,1022.05,Partly cloudy until night.
2016-09-26 11:00:00.000 +0200,Partly Cloudy,rain,17.25,17.25,0.56,9.1609,14,15.5526,0,1022.06,Partly cloudy until night.
2016-09-26 12:00:00.000 +0200,Partly Cloudy,rain,18.91111111,18.91111111,0.47,12.3487,11,16.1,0,1021.85,Partly cloudy until night.
2016-09-26 13:00:00.000 +0200,Partly Cloudy,rain,19.97777778,19.97777778,0.44,10.7548,342,16.1,0,1021.65,Partly cloudy until night.
2016-09-26 14:00:00.000 +0200,Mostly Cloudy,rain,20.96111111,20.96111111,0.37,10.5938,31,15.5526,0,1021.53,Partly cloudy until night.
2016-09-26 15:00:00.000 +0200,Mostly Cloudy,rain,21.06111111,21.06111111,0.3,7.889,58,16.1,0,1021.06,Partly cloudy until night.
2016-09-26 16:00:00.000 +0200,Mostly Cloudy,rain,21.03888889,21.03888889,0.31,9.3058,351,16.1,0,1021.25,Partly cloudy until night.
2016-09-26 17:00:00.000 +0200,Mostly Cloudy,rain,19.91666667,19.91666667,0.36,7.9856,353,15.5526,0,1021.36,Partly cloudy until night.
2016-09-26 18:00:00.000 +0200,Mostly Cloudy,rain,18.86111111,18.86111111,0.43,7.6475,359,16.1,0,1021.64,Partly cloudy until night.
2016-09-26 19:00:00.000 +0200,Mostly Cloudy,rain,16.96111111,16.96111111,0.55,4.7334,351,16.1,0,1021.95,Partly cloudy until night.
2016-09-26 20:00:00.000 +0200,Mostly Cloudy,rain,14.71666667,14.71666667,0.64,3.1878,353,10.2235,0,1022.31,Partly cloudy until night.
2016-09-26 21:00:00.000 +0200,Mostly Cloudy,rain,13.58333333,13.58333333,0.68,4.5241,349,16.1,0,1022.75,Partly cloudy until night.
2016-09-26 22:00:00.000 +0200,Mostly Cloudy,rain,12.98333333,12.98333333,0.73,3.1717,358,16.0517,0,1023.07,Partly cloudy until night.
2016-09-26 23:00:00.000 +0200,Mostly Cloudy,rain,12.47777778,12.47777778,0.75,5.7638,8,14.9569,0,1023.26,Partly cloudy until night.
2016-09-27 00:00:00.000 +0200,Mostly Cloudy,rain,10.25,10.25,0.84,0.1449,330,15.8263,0,1023.26,Partly cloudy until evening.
2016-09-27 01:00:00.000 +0200,Mostly Cloudy,rain,9.772222222,9.772222222,0.86,3.2039,321,16.0517,0,1023.55,Partly cloudy until evening.
2016-09-27 02:00:00.000 +0200,Partly Cloudy,rain,8.838888889,8.838888889,0.89,2.9141,337,11.2378,0,1023.81,Partly cloudy until evening.
2016-09-27 03:00:00.000 +0200,Partly Cloudy,rain,7.8,7.8,0.89,3.1234,323,16.1,0,1023.66,Partly cloudy until evening.
2016-09-27 04:00:00.000 +0200,Partly Cloudy,rain,6.85,5.822222222,0.92,6.1502,341,16.1,0,1023.65,Partly cloudy until evening.
2016-09-27 05:00:00.000 +0200,Partly Cloudy,rain,7.055555556,7.055555556,0.9,3.1395,84,15.1823,0,1023.92,Partly cloudy until evening.
2016-09-27 06:00:00.000 +0200,Partly Cloudy,rain,6.177777778,6.177777778,0.93,3.0751,350,16.0517,0,1023.85,Partly cloudy until evening.
2016-09-27 07:00:00.000 +0200,Partly Cloudy,rain,6.177777778,6.177777778,0.93,4.5563,340,8.2754,0,1024.34,Partly cloudy until evening.
2016-09-27 08:00:00.000 +0200,Partly Cloudy,rain,7.605555556,7.605555556,0.93,1.2075,3,8.6135,0,1024.74,Partly cloudy until evening.
2016-09-27 09:00:00.000 +0200,Partly Cloudy,rain,9.188888889,9.188888889,0.88,3.3971,355,15.1823,0,1024.84,Partly cloudy until evening.
2016-09-27 10:00:00.000 +0200,Partly Cloudy,rain,14.12222222,14.12222222,0.75,0.3542,29,10.2557,0,1025.42,Partly cloudy until evening.
2016-09-27 11:00:00.000 +0200,Partly Cloudy,rain,17.85,17.85,0.54,4.2665,122,10.5777,0,1025.42,Partly cloudy until evening.
2016-09-27 12:00:00.000 +0200,Partly Cloudy,rain,18.98333333,18.98333333,0.48,3.3327,82,10.2557,0,1025.61,Partly cloudy until evening.
2016-09-27 13:00:00.000 +0200,Partly Cloudy,rain,21.06111111,21.06111111,0.38,4.8139,51,10.2557,0,1025.44,Partly cloudy until evening.
2016-09-27 14:00:00.000 +0200,Partly Cloudy,rain,21.97777778,21.97777778,0.36,6.2307,111,15.5526,0,1025.35,Partly cloudy until evening.
2016-09-27 15:00:00.000 +0200,Partly Cloudy,rain,22.12777778,22.12777778,0.3,4.9588,1,16.1,0,1025.22,Partly cloudy until evening.
2016-09-27 16:00:00.000 +0200,Partly Cloudy,rain,21.13333333,21.13333333,0.31,4.3631,129,16.1,0,1025.23,Partly cloudy until evening.
2016-09-27 17:00:00.000 +0200,Partly Cloudy,rain,21.82777778,21.82777778,0.29,0.9821,302,15.5526,0,1025.19,Partly cloudy until evening.
2016-09-27 18:00:00.000 +0200,Partly Cloudy,rain,19.87777778,19.87777778,0.41,NaN,3,16.1,0,1025.53,Partly cloudy until evening.
2016-09-27 19:00:00.000 +0200,Partly Cloudy,rain,13.90555556,13.90555556,0.67,0,0,16.1,0,1026.33,Partly cloudy until evening.
2016-09-27 20:00:00.000 +0200,Partly Cloudy,rain,13.14444444,13.14444444,0.67,3.0429,327,15.1823,0,1026.83,Partly cloudy until evening.
2016-09-27 21:00:00.000 +0200,Clear,rain,12.01666667,12.01666667,0.75,3.0751,271,16.1,0,1027.43,Partly cloudy until evening.
2016-09-27 22:00:00.000 +0200,Clear,rain,9.883333333,9.883333333,0.84,1.5295,250,16.0517,0,1027.75,Partly cloudy until evening.
2016-09-27 23:00:00.000 +0200,Clear,rain,9.427777778,9.427777778,0.87,3.0107,344,14.9569,0,1028.18,Partly cloudy until evening.
2016-09-28 00:00:00.000 +0200,Clear,rain,8.75,8.75,0.86,0,0,15.8263,0,1028.25,Partly cloudy starting in the afternoon.
2016-09-28 01:00:00.000 +0200,Clear,rain,8.194444444,8.194444444,0.89,0,0,15.8263,0,1028.43,Partly cloudy starting in the afternoon.
2016-09-28 02:00:00.000 +0200,Clear,rain,8.261111111,8.261111111,0.93,2.1413,175,14.168,0,1028.71,Partly cloudy starting in the afternoon.
2016-09-28 03:00:00.000 +0200,Clear,rain,6.622222222,6.622222222,0.96,0.3542,290,14.9086,0,1028.64,Partly cloudy starting in the afternoon.
2016-09-28 04:00:00.000 +0200,Clear,rain,6.627777778,6.627777778,0.93,3.1717,252,14.9086,0,1028.64,Partly cloudy starting in the afternoon.
2016-09-28 05:00:00.000 +0200,Clear,rain,6.672222222,6.672222222,0.93,3.1234,234,14.168,0,1028.73,Partly cloudy starting in the afternoon.
2016-09-28 06:00:00.000 +0200,Clear,rain,6.022222222,6.022222222,0.93,0,0,14.9086,0,1028.92,Partly cloudy starting in the afternoon.
2016-09-28 07:00:00.000 +0200,Clear,rain,6.05,6.05,0.93,0,0,14.812,0,1029.12,Partly cloudy starting in the afternoon.
2016-09-28 08:00:00.000 +0200,Partly Cloudy,rain,11.64444444,11.64444444,0.76,2.8819,160,14.8764,0,1029.48,Partly cloudy starting in the afternoon.
2016-09-28 09:00:00.000 +0200,Clear,rain,14.92222222,14.92222222,0.63,0.3542,250,16.0517,0,1029.42,Partly cloudy starting in the afternoon.
2016-09-28 10:00:00.000 +0200,Partly Cloudy,rain,18.86666667,18.86666667,0.52,3.2844,207,16.1,0,1029.49,Partly cloudy starting in the afternoon.
2016-09-28 11:00:00.000 +0200,Clear,rain,21,21,0.39,7.2128,214,15.5526,0,1029.26,Partly cloudy starting in the afternoon.
2016-09-28 12:00:00.000 +0200,Partly Cloudy,rain,22.2,22.2,0.33,9.3058,308,16.1,0,1029.31,Partly cloudy starting in the afternoon.
2016-09-28 13:00:00.000 +0200,Partly Cloudy,rain,22.75555556,22.75555556,0.32,9.6922,258,16.1,0,1028.99,Partly cloudy starting in the afternoon.
2016-09-28 14:00:00.000 +0200,Partly Cloudy,rain,22.76666667,22.76666667,0.32,10.0303,226,15.5526,0,1028.06,Partly cloudy starting in the afternoon.
2016-09-28 15:00:00.000 +0200,Foggy,rain,22.8,22.8,0.32,10.9158,231,0.7245,0,1027.69,Partly cloudy starting in the afternoon.
2016-09-28 16:00:00.000 +0200,Mostly Cloudy,rain,22.26666667,22.26666667,0.33,12.6224,279,16.1,0,1026.83,Partly cloudy starting in the afternoon.
2016-09-28 17:00:00.000 +0200,Partly Cloudy,rain,22.18888889,22.18888889,0.33,9.8532,237,15.5526,0,1027.03,Partly cloudy starting in the afternoon.
2016-09-28 18:00:00.000 +0200,Partly Cloudy,rain,20,20,0.4,7.8407,239,16.1,0,1027,Partly cloudy starting in the afternoon.
2016-09-28 19:00:00.000 +0200,Mostly Cloudy,rain,17.68888889,17.68888889,0.5,8.9999,240,16.1,0,1027.2,Partly cloudy starting in the afternoon.
2016-09-28 20:00:00.000 +0200,Mostly Cloudy,rain,16.03888889,16.03888889,0.57,8.533,243,15.5526,0,1027.61,Partly cloudy starting in the afternoon.
2016-09-28 21:00:00.000 +0200,Mostly Cloudy,rain,13.85,13.85,0.67,4.9588,249,16.1,0,1027.69,Partly cloudy starting in the afternoon.
2016-09-28 22:00:00.000 +0200,Mostly Cloudy,rain,15.33333333,15.33333333,0.61,11.1251,240,16.1,0,1027.51,Partly cloudy starting in the afternoon.
2016-09-28 23:00:00.000 +0200,Mostly Cloudy,rain,14.27777778,14.27777778,0.65,10.0625,243,15.1823,0,1027.57,Partly cloudy starting in the afternoon.
2016-09-29 00:00:00.000 +0200,Mostly Cloudy,rain,11.72222222,11.72222222,0.77,3.5259,224,16.1,0,1027.51,Partly cloudy until night.
2016-09-29 01:00:00.000 +0200,Mostly Cloudy,rain,11.1,11.1,0.8,6.4239,204,16.1,0,1027.32,Partly cloudy until night.
2016-09-29 02:00:00.000 +0200,Partly Cloudy,rain,9.966666667,9.966666667,0.84,3.3649,230,15.1823,0,1027.37,Partly cloudy until night.
2016-09-29 03:00:00.000 +0200,Partly Cloudy,rain,9.988888889,9.988888889,0.83,3.3005,249,16.1,NaN,1027.1,Partly cloudy until night.
2016-09-29 04:00:00.000 +0200,Mostly Cloudy,rain,9.455555556,9.455555556,0.89,3.3649,188,16.1,0,1026.8,Partly cloudy until night.
2016-09-29 05:00:00.000 +0200,Partly Cloudy,rain,10.68333333,10.68333333,0.84,5.7155,200,15.1823,0,1026.8,Partly cloudy until night.
2016-09-29 06:00:00.000 +0200,Partly Cloudy,rain,8.944444444,7.505555556,0.92,9.3541,192,16.1,0,1026.3,Partly cloudy until night.
2016-09-29 07:00:00.000 +0200,Partly Cloudy,rain,8.944444444,8.944444444,0.92,4.6207,194,16.1,0,1026.02,Partly cloudy until night.
2016-09-29 08:00:00.000 +0200,Mostly Cloudy,rain,12.5,12.5,0.79,7.4382,204,15.1823,0,1026.2,Partly cloudy until night.
2016-09-29 09:00:00.000 +0200,Mostly Cloudy,rain,16.02777778,16.02777778,0.67,9.2414,212,16.1,0,1025.81,Partly cloudy until night.
2016-09-29 10:00:00.000 +0200,Clear,rain,19.86111111,19.86111111,0.54,10.8031,240,0,0,1026.2,Partly cloudy until night.
2016-09-29 11:00:00.000 +0200,Mostly Cloudy,rain,21.88333333,21.88333333,0.49,8.7262,248,15.5526,0,1025.45,Partly cloudy until night.
2016-09-29 12:00:00.000 +0200,Mostly Cloudy,rain,22.8,22.8,0.51,8.533,262,16.1,0,1024.8,Partly cloudy until night.
2016-09-29 13:00:00.000 +0200,Mostly Cloudy,rain,23.95555556,23.95555556,0.41,13.0088,280,16.1,0,1024.29,Partly cloudy until night.
2016-09-29 14:00:00.000 +0200,Mostly Cloudy,rain,24.91666667,24.91666667,0.38,13.2503,245,15.5526,0,1023.84,Partly cloudy until night.
2016-09-29 15:00:00.000 +0200,Mostly Cloudy,rain,24.97222222,24.97222222,0.39,13.7977,232,16.1,0,1022.99,Partly cloudy until night.
2016-09-29 16:00:00.000 +0200,Mostly Cloudy,rain,25.04444444,25.04444444,0.39,14.0875,252,16.1,0,1022.3,Partly cloudy until night.
2016-09-29 17:00:00.000 +0200,Mostly Cloudy,rain,24.82777778,24.82777778,0.38,12.0428,237,15.5526,0,1022.06,Partly cloudy until night.
2016-09-29 18:00:00.000 +0200,Mostly Cloudy,rain,22.22222222,22.22222222,0.49,9.338,220,16.1,0,1021.79,Partly cloudy until night.
2016-09-29 19:00:00.000 +0200,Partly Cloudy,rain,18.86666667,18.86666667,0.61,9.3219,220,16.1,0,1021.87,Partly cloudy until night.
2016-09-29 20:00:00.000 +0200,Partly Cloudy,rain,17.14444444,17.14444444,0.67,7.6475,182,15.1823,0,1021.94,Partly cloudy until night.
2016-09-29 21:00:00.000 +0200,Partly Cloudy,rain,14.93333333,14.93333333,0.78,8.05,180,16.1,0,1021.79,Partly cloudy until night.
2016-09-29 22:00:00.000 +0200,Partly Cloudy,rain,15.42222222,15.42222222,0.73,6.279,181,16.1,0,1021.69,Partly cloudy until night.
2016-09-29 23:00:00.000 +0200,Partly Cloudy,rain,14.17777778,14.17777778,0.79,5.5062,191,15.1823,0,1021.64,Partly cloudy until night.
2016-09-03 00:00:00.000 +0200,Partly Cloudy,rain,16.04444444,16.04444444,0.76,6.279,340,16.1,0,1018.76,Partly cloudy starting in the afternoon.
2016-09-03 01:00:00.000 +0200,Partly Cloudy,rain,15.49444444,15.49444444,0.79,6.1502,330,16.1,0,1018.86,Partly cloudy starting in the afternoon.
